Date,Open,High,Low,Close,Adj Close,Volume
2020-02-12,27.603306,27.644629,27.396694,27.438017,24.163113,7201967
2020-02-13,27.438017,27.520660,26.942148,27.355371,24.090334,18688399
2020-02-16,27.355371,27.355371,27.355371,27.355371,24.090334,0
2020-02-17,27.107437,27.438017,27.066114,27.355371,24.090334,9483416
2020-02-18,27.314049,27.520660,27.190083,27.438017,24.163113,6499644
2020-02-19,27.438017,27.603306,27.396694,27.603306,24.308676,5894103
2020-02-20,27.603306,27.851238,27.520660,27.809917,24.490627,8693188
2020-02-23,27.933884,28.223141,27.685949,28.140495,24.781746,13747169
2020-02-24,28.057852,28.057852,27.479338,27.603306,24.308676,10156974
2020-02-25,27.438017,27.768595,27.314049,27.685949,24.381454,10346653
2020-02-26,27.520660,27.685949,27.355371,27.644629,24.345070,7981719
2020-02-27,27.479338,27.561983,27.355371,27.561983,24.272282,21789663
2020-03-01,27.190083,27.190083,26.735537,26.983471,23.762821,15937816
2020-03-02,27.066114,27.396694,27.066114,27.107437,23.871988,14572666
2020-03-03,27.314049,27.396694,27.231403,27.314049,24.053942,9742098
2020-03-04,27.190083,27.355371,27.066114,27.314049,24.053942,10128925
2020-03-05,27.314049,27.438017,27.231403,27.272726,24.017553,4802784
2020-03-08,26.363636,26.363636,24.710743,24.793388,21.834141,28421368
2020-03-09,22.314049,23.677685,22.314049,23.429752,20.633263,41132955
2020-03-10,24.132231,25.743801,24.132231,25.743801,22.671118,31647450
2020-03-11,26.033056,26.033056,24.049585,24.545454,21.615797,27448991
2020-03-12,23.966942,24.462809,23.140495,23.966942,21.106337,25603130
2020-03-15,23.925619,24.586777,23.595041,23.719007,20.887993,19211347
2020-03-16,23.223141,23.388430,22.851238,22.975206,20.232971,15051263
2020-03-17,22.975206,24.586777,22.975206,24.049585,21.179113,20313512
2020-03-18,24.049585,24.752066,23.925619,23.966942,21.106337,16004656
2020-03-19,23.842976,24.462809,23.595041,24.256199,21.415565,19234391
2020-03-22,24.008265,24.338842,23.760330,23.884296,21.087217,8682535
2020-03-23,23.884296,23.884296,23.553719,23.636362,20.868320,6432514
2020-03-24,24.090908,24.669420,24.090908,24.380165,21.525011,12125193
2020-03-25,24.793388,25.000000,24.132231,24.462809,21.597977,23931994
2020-03-26,24.504131,24.793388,24.504131,24.710743,21.816875,6766584
2020-03-29,24.628099,24.834709,24.214876,24.710743,21.816875,8134082
2020-03-30,24.752066,24.834709,24.628099,24.752066,21.853359,5762749
2020-03-31,24.710743,25.000000,24.710743,24.917355,21.999296,8024432
2020-04-01,24.876034,25.413223,24.710743,25.289255,22.327642,11589101
2020-04-02,25.578512,26.157024,25.578512,26.157024,23.093786,17442775
2020-04-05,26.487602,26.900826,26.033056,26.033056,22.984337,29136819
2020-04-06,26.239670,26.446280,26.033056,26.404959,23.312685,7230047
2020-04-07,26.404959,26.446280,26.198347,26.446280,23.349167,7361770
2020-04-08,26.446280,26.446280,26.239670,26.446280,23.349167,6699503
2020-04-09,26.446280,26.570248,26.363636,26.487602,23.385651,9647112
2020-04-12,26.446280,26.446280,25.950413,26.157024,23.093786,8958566
2020-04-13,26.198347,26.280991,25.661158,25.702478,22.692471,8978691
2020-04-14,25.785124,25.991735,25.537189,25.702478,22.692471,7166278
2020-04-15,25.661158,25.661158,25.247932,25.371901,22.400610,5359154
2020-04-16,25.330578,25.330578,24.710743,24.793388,21.889845,9234436
2020-04-19,24.834709,25.041323,24.793388,24.917355,21.999296,5658347
2020-04-20,24.834709,24.834709,24.586777,24.793388,21.889845,4886326
2020-04-21,24.380165,24.586777,23.925619,24.297520,21.452049,7244393
2020-04-22,23.966942,24.710743,23.966942,24.545454,21.670946,7185288
2020-04-23,24.793388,24.958677,24.669420,24.793388,21.889845,5664648
2020-04-26,25.041323,25.661158,24.876034,25.537189,22.546537,6697454
2020-04-27,25.537189,25.702478,25.247932,25.454544,22.473572,5704086
2020-04-28,25.330578,25.495867,25.247932,25.371901,22.400610,3756876
2020-04-29,25.413223,25.619835,25.413223,25.578512,22.583023,4098787
2020-04-30,25.661158,26.239670,25.661158,26.157024,23.093786,10318469
2020-05-03,24.793388,24.958677,24.504131,24.793388,21.889845,10301328
2020-05-04,24.669420,25.619835,24.504131,25.206612,22.254677,10440601
2020-05-05,25.661158,26.074381,25.619835,25.867767,22.838408,13064143
2020-05-06,26.239670,26.404959,25.785124,25.826447,22.801922,8286741
2020-05-07,25.661158,25.785124,25.330578,25.619835,22.619509,7601435
2020-05-10,25.826447,25.950413,25.702478,25.743801,22.728956,3408792
2020-05-11,25.454544,25.743801,24.917355,25.537189,22.546537,5724594
2020-05-12,25.619835,26.033056,25.537189,25.867767,22.838408,6202220
2020-05-13,25.950413,26.074381,25.867767,25.909090,22.874886,5108868
2020-05-14,25.909090,25.950413,25.743801,25.950413,22.911369,5002475
2020-05-17,26.280991,26.446280,26.198347,26.404959,23.312685,10217636
2020-05-18,26.446280,26.859505,26.446280,26.735537,23.604546,14302220
2020-05-19,26.859505,28.016527,26.818180,27.561983,24.334211,28810841
2020-05-20,27.644629,27.809917,27.066114,27.272726,24.078827,12168289
2020-05-21,27.603306,27.644629,27.231403,27.272726,24.078827,19086462
2020-05-31,27.727272,27.727272,27.190083,27.272726,24.338291,10370850
2020-06-01,27.231403,27.314049,27.148760,27.190083,24.264538,8007592
2020-06-02,27.190083,27.231403,26.859505,26.983471,24.080156,7188626
2020-06-03,27.107437,27.190083,26.859505,27.066114,24.153908,7497426
2020-06-04,26.983471,27.024794,26.570248,26.611570,23.748270,8375045
2020-06-07,26.818180,26.983471,26.735537,26.776859,23.895775,4273229
2020-06-08,26.694214,26.776859,26.570248,26.652891,23.785145,8484823
2020-06-09,26.528925,26.694214,26.528925,26.694214,23.822021,5510463
2020-06-10,26.652891,26.694214,26.570248,26.694214,23.822021,3905258
2020-06-11,26.611570,26.735537,26.487602,26.735537,23.858898,4608683
2020-06-14,26.652891,26.694214,26.570248,26.652891,23.785145,3798502
2020-06-15,26.611570,26.694214,26.570248,26.652891,23.785145,4697861
2020-06-16,26.694214,27.190083,26.694214,26.900826,24.006405,9408425
2020-06-17,26.942148,27.024794,26.859505,26.983471,24.080156,6370152
2020-06-18,26.942148,27.355371,26.942148,27.355371,24.412041,31011717
2020-06-21,27.438017,27.438017,27.190083,27.190083,24.264538,5584567
2020-06-22,27.190083,27.231403,26.983471,27.107437,24.190784,6643440
2020-06-23,27.107437,27.231403,26.942148,27.190083,24.264538,4798205
2020-06-24,27.148760,27.190083,27.066114,27.107437,24.190784,4166927
2020-06-25,26.983471,27.066114,26.942148,27.024794,24.117031,5033468
2020-06-28,26.942148,27.024794,26.900826,26.942148,24.043282,2740231
2020-06-29,26.942148,27.024794,26.900826,26.983471,24.080156,3881170
2020-06-30,26.983471,27.024794,26.859505,26.859505,23.969530,4651056
2020-07-01,26.818180,27.024794,26.776859,27.024794,24.117031,2985566
2020-07-02,26.983471,27.190083,26.983471,27.190083,24.264538,5889084
2020-07-05,27.148760,27.190083,27.066114,27.107437,24.190784,4805340
2020-07-06,27.066114,27.355371,27.024794,27.231403,24.301414,11523539
2020-07-07,27.231403,27.644629,27.190083,27.438017,24.485796,13568684
2020-07-08,27.438017,27.561983,27.355371,27.479338,24.522669,6823309
2020-07-09,27.479338,27.561983,27.396694,27.520660,24.559546,6086790
2020-07-12,27.520660,27.768595,27.479338,27.644629,24.670174,6978547
2020-07-13,27.644629,27.685949,27.438017,27.520660,24.559546,4526031
2020-07-14,27.561983,27.561983,27.314049,27.561983,24.596422,4215021
2020-07-15,27.479338,27.644629,27.479338,27.644629,24.670174,4748896
2020-07-16,27.603306,27.644629,27.520660,27.603306,24.633299,3752863
2020-07-19,27.520660,27.561983,27.396694,27.396694,24.448919,2222052
2020-07-20,27.355371,27.396694,27.148760,27.355371,24.412041,7883479
2020-07-21,27.272726,27.355371,27.231403,27.272726,24.338291,4452658
2020-07-22,27.314049,27.314049,27.190083,27.272726,24.338291,3015167
2020-07-23,27.190083,27.272726,27.190083,27.272726,24.338291,3105370
2020-07-26,27.066114,27.190083,26.983471,27.066114,24.153908,5981893
2020-07-27,27.024794,27.231403,27.024794,27.231403,24.301414,3985188
2020-07-28,27.231403,27.272726,27.190083,27.272726,24.338291,4247246
2020-08-05,27.272726,27.438017,27.272726,27.314049,24.375162,9182850
2020-08-06,27.314049,27.355371,27.231403,27.231403,24.301414,4547696
2020-08-09,27.231403,27.396694,27.190083,27.314049,24.375162,6244352
2020-08-10,27.314049,27.396694,27.314049,27.355371,24.412041,6842142
2020-08-11,27.355371,27.520660,27.314049,27.520660,24.559546,8422623
2020-08-12,27.355371,27.396694,27.272726,27.396694,24.709967,5804975
2020-08-13,27.396694,27.396694,27.396694,27.396694,24.709967,0
2020-08-16,27.685949,27.685949,27.561983,27.561983,24.859049,4578272
2020-08-17,27.561983,27.685949,27.479338,27.685949,24.970854,12979051
2020-08-18,27.644629,28.099173,27.603306,28.099173,25.343559,16235730
2020-08-19,28.099173,28.305784,27.933884,28.223141,25.455364,12832369
2020-08-20,28.099173,28.305784,28.099173,28.223141,25.455364,10463709
2020-08-23,28.223141,28.223141,28.099173,28.181818,25.418097,6293489
2020-08-24,28.181818,28.842976,28.140495,28.842976,26.014416,20307392
2020-08-25,28.842976,28.925619,28.760330,28.884296,26.051685,12982221
2020-08-26,28.842976,28.884296,28.677685,28.842976,26.014416,6710375
2020-08-27,28.842976,28.925619,28.801653,28.925619,26.088955,9928629
2020-08-30,28.925619,29.132231,28.884296,29.008265,26.163496,11392686
2020-08-31,29.008265,29.380165,28.966942,29.380165,26.498924,90226629
2020-09-01,29.297520,29.338842,29.090908,29.132231,26.275309,11784458
2020-09-02,29.090908,29.793388,28.801653,29.752066,26.834352,19946230
2020-09-03,29.752066,30.082644,29.669420,29.752066,26.834352,17411419
2020-09-06,29.628099,29.793388,29.421488,29.628099,26.722548,8102335
2020-09-07,29.628099,29.752066,29.504131,29.545454,26.648006,8002447
2020-09-08,29.545454,29.752066,29.545454,29.710743,26.797085,11106956
2020-09-09,29.545454,29.628099,29.421488,29.586777,26.685274,8855234
2020-09-10,29.545454,29.586777,29.421488,29.504131,26.610735,7403936
2020-09-13,29.504131,29.793388,29.421488,29.710743,26.797085,11715585
2020-09-14,29.752066,29.917355,29.628099,29.793388,26.871624,14098110
2020-09-15,29.793388,29.958677,29.710743,29.876034,26.946165,17674197
2020-09-16,29.917355,30.041323,29.793388,29.958677,27.020704,16247771
2020-09-17,30.000000,30.537189,29.958677,30.289255,27.318865,74552211
2020-09-20,30.247932,30.578512,30.206612,30.537189,27.542482,15540269
2020-09-21,30.537189,30.702478,30.454544,30.537189,27.542482,16176954
2020-09-22,30.495867,30.495867,30.289255,30.289255,27.318865,7456714
2020-09-24,30.247932,30.371901,30.123966,30.330578,27.356134,7131498
2020-09-27,30.330578,30.330578,30.165289,30.247932,27.281591,6810452
2020-09-28,30.247932,30.289255,30.082644,30.206612,27.244326,11544722
2020-09-29,30.165289,30.206612,29.917355,29.917355,26.983435,6821538
2020-09-30,29.834709,29.876034,29.545454,29.669420,26.759811,6889927
2020-10-01,29.586777,29.628099,29.421488,29.545454,26.648006,4355710
2020-10-04,29.338842,29.338842,29.008265,29.008265,26.163496,4502020
2020-10-05,28.966942,29.628099,28.884296,29.628099,26.722548,7615433
2020-10-06,29.628099,29.876034,29.628099,29.628099,26.722548,7018438
2020-10-07,29.628099,29.710743,29.380165,29.586777,26.685274,3525406
2020-10-08,29.586777,29.752066,29.545454,29.752066,26.834352,3658318
2020-10-11,29.752066,29.834709,29.669420,29.710743,26.797085,4595923
2020-10-12,29.710743,29.752066,29.586777,29.710743,26.797085,3263680
2020-10-13,29.669420,29.752066,29.628099,29.669420,26.759811,3302978
2020-10-14,29.669420,29.710743,29.586777,29.586777,26.685274,3238505
2020-10-15,29.586777,29.628099,29.504131,29.586777,26.685274,3778228
2020-10-18,29.504131,29.669420,29.504131,29.628099,26.722548,2665164
2020-10-19,29.586777,29.628099,29.462809,29.462809,26.573460,3060041
2020-10-20,29.338842,29.421488,29.132231,29.338842,26.461655,4027470
2020-10-21,29.214876,29.338842,29.173553,29.173553,26.312574,2869875
2020-10-22,29.173553,29.173553,29.008265,29.173553,26.312574,3837228
2020-10-25,29.173553,29.173553,28.512396,28.512396,25.716255,5313338
2020-10-26,28.512396,28.925619,28.099173,28.181818,25.418097,7994206
2020-10-27,28.223141,28.512396,28.223141,28.512396,25.716255,2794481
2020-10-28,28.512396,28.512396,28.140495,28.264462,25.492638,3310080
2020-10-29,28.099173,28.181818,27.685949,27.851238,25.119936,7838536
2020-11-01,27.809917,27.933884,27.685949,27.768595,25.045399,2988286
2020-11-02,27.768595,28.305784,27.644629,28.264462,25.492638,4496656
2020-11-03,28.305784,28.760330,28.305784,28.429752,25.641720,5746015
2020-11-04,28.471073,28.719007,28.471073,28.636362,25.828062,3215008
2020-11-05,28.636362,28.636362,28.429752,28.595041,25.790792,3110272
2020-11-08,28.471073,28.801653,28.429752,28.801653,25.977144,3446986
2020-11-09,28.842976,29.338842,28.842976,29.338842,26.461655,8100476
2020-11-10,29.338842,29.421488,29.090908,29.214876,26.613583,10880209
2020-11-11,29.214876,29.338842,29.132231,29.338842,26.726507,5109026
2020-11-12,29.256199,29.297520,29.049585,29.132231,26.538300,3220298
2020-11-15,29.090908,29.256199,29.049585,29.173553,26.575939,4929100
2020-11-16,29.132231,29.256199,29.132231,29.256199,26.651226,5024217
2020-11-17,29.256199,29.338842,29.214876,29.338842,26.726507,5190057
2020-11-18,29.297520,29.338842,29.214876,29.338842,26.726507,4405324
2020-11-19,29.256199,29.380165,29.214876,29.256199,26.651226,3511315
2020-11-22,29.297520,29.380165,29.173553,29.173553,26.575939,4165628
2020-11-23,29.173553,29.338842,29.132231,29.338842,26.726507,5414975
2020-11-24,29.297520,29.628099,29.256199,29.504131,26.877083,6892840
2020-11-25,29.545454,29.752066,29.504131,29.504131,26.877083,8206568
2020-11-26,29.504131,29.669420,29.256199,29.669420,27.027653,11382457
2020-11-29,29.545454,29.669420,29.504131,29.545454,26.914726,3778039
2020-11-30,29.545454,29.752066,29.256199,29.752066,27.102942,13008967
2020-12-01,29.462809,29.752066,29.462809,29.710743,27.065298,4545033
2020-12-02,29.586777,29.752066,29.504131,29.669420,27.027653,3610993
2020-12-03,29.628099,29.628099,29.545454,29.628099,26.990015,2629749
2020-12-06,29.669420,29.669420,29.504131,29.504131,26.877083,2302563
2020-12-07,29.462809,29.504131,29.297520,29.462809,26.839436,4462207
2020-12-08,29.380165,29.421488,29.338842,29.421488,26.801798,2494990
2020-12-09,29.421488,29.504131,29.338842,29.462809,26.839436,2968987
2020-12-10,29.421488,29.462809,29.338842,29.338842,26.726507,3166686
2020-12-13,29.338842,29.380165,29.256199,29.256199,26.651226,2837548
2020-12-14,29.214876,29.256199,29.173553,29.256199,26.651226,3345614
2020-12-15,29.173553,29.462809,29.173553,29.297520,26.688866,4311416
2020-12-16,29.338842,29.421488,29.256199,29.421488,26.801798,2877601
2020-12-17,29.380165,29.421488,29.090908,29.090908,26.500654,11489530
2020-12-20,29.256199,29.297520,29.090908,29.090908,26.500654,3409015
2020-12-21,28.925619,29.049585,28.636362,28.760330,26.199511,8168937
2020-12-22,28.636362,28.925619,28.636362,28.925619,26.350082,3507998
2020-12-23,28.925619,28.925619,28.801653,28.842976,26.274796,2738813
2020-12-24,28.842976,29.090908,28.842976,28.925619,26.350082,3876887
2020-12-27,28.884296,29.049585,28.801653,28.966942,26.387726,2790324
2020-12-28,28.966942,29.008265,28.884296,29.008265,26.425367,2750469
2020-12-29,28.966942,29.008265,28.801653,29.008265,26.425367,3862225
2020-12-30,28.966942,29.008265,28.842976,28.966942,26.387726,3854416
2020-12-31,28.966942,29.049585,28.884296,28.925619,26.350082,3984239
2021-01-03,28.925619,28.925619,28.801653,28.801653,26.237152,1974842
2021-01-04,28.801653,28.925619,28.760330,28.801653,26.237152,2807501
2021-01-05,28.842976,28.842976,28.636362,28.801653,26.237152,4695225
2021-01-06,28.801653,28.884296,28.677685,28.760330,26.199511,3659585
2021-01-07,28.719007,28.842976,28.677685,28.842976,26.274796,3905314
2021-01-10,28.925619,29.132231,28.884296,28.925619,26.350082,4439506
2021-01-11,28.925619,29.090908,28.842976,29.090908,26.500654,5483300
2021-01-12,29.008265,29.049585,28.925619,29.049585,26.463011,4123459
2021-01-13,29.008265,29.049585,28.966942,29.049585,26.463011,2528144
2021-01-14,28.966942,29.008265,28.884296,28.925619,26.350082,2766089
2021-01-17,28.925619,28.925619,28.760330,28.760330,26.199511,2789088
2021-01-18,28.760330,28.884296,28.760330,28.884296,26.312439,2456820
2021-01-19,28.842976,28.884296,28.760330,28.842976,26.274796,3373270
2021-01-20,28.760330,28.842976,28.719007,28.760330,26.199511,2921453
2021-01-21,28.760330,28.842976,28.760330,28.760330,26.199511,2112316
2021-01-24,28.760330,28.884296,28.760330,28.884296,26.312439,1982081
2021-01-25,28.801653,28.884296,28.719007,28.719007,26.161869,3240630
2021-01-26,28.719007,28.842976,28.677685,28.677685,26.124224,2477760
2021-01-27,28.719007,28.801653,28.677685,28.760330,26.199511,2866440
2021-01-28,28.677685,28.842976,28.677685,28.719007,26.161869,3759479
2021-01-31,28.719007,28.801653,28.595041,28.636362,26.086576,2407707
2021-02-01,28.636362,28.636362,28.223141,28.223141,25.710152,3663478
2021-02-02,28.305784,28.471073,28.264462,28.264462,25.747791,2576872
2021-02-03,28.264462,28.305784,28.099173,28.099173,25.597221,2941393
2021-02-04,28.099173,28.140495,28.016527,28.057852,25.559580,4935362
2021-02-07,28.099173,28.305784,28.057852,28.181818,25.672506,2766707
2021-02-08,28.181818,28.553719,28.181818,28.347107,25.823078,2996544
2021-02-09,28.388430,28.842976,28.388430,28.512396,25.973650,4447508
2021-02-10,28.677685,28.677685,28.388430,28.471073,25.936008,2601531
2021-02-11,28.429752,28.553719,28.388430,28.553719,26.011293,2337586
2021-02-14,28.512396,28.636362,28.512396,28.553719,26.011293,3255622
2021-02-15,28.553719,28.842976,28.553719,28.636362,26.086576,4635824
2021-02-16,28.636362,28.842976,28.636362,28.801653,26.237152,3787210
2021-02-17,28.842976,28.884296,28.636362,28.719007,26.161869,3947335
2021-02-18,28.719007,29.049585,28.677685,28.719007,26.161869,8857618
2021-02-21,28.719007,28.760330,28.636362,28.719007,26.161869,3533345
2021-02-22,28.636362,28.719007,28.512396,28.595041,26.048937,5997354
2021-02-23,28.636362,28.801653,28.636362,28.677685,26.124224,4442620
2021-02-24,28.636362,28.677685,28.512396,28.553719,26.011293,5098508
2021-02-25,28.553719,28.677685,28.512396,28.553719,26.011293,8707846
2021-02-28,28.429752,28.512396,28.347107,28.471073,25.936008,3132127
2021-03-01,28.429752,28.512396,28.388430,28.512396,25.973650,4097591
2021-03-02,28.471073,28.553719,28.429752,28.471073,25.936008,3780935
2021-03-03,28.471073,28.966942,28.429752,28.966942,26.387726,10986738
2021-03-04,28.925619,29.173553,28.842976,29.090908,26.500654,10967556
2021-03-07,29.214876,29.752066,29.214876,29.586777,26.952370,12244795
2021-03-08,29.586777,29.752066,29.421488,29.669420,27.027653,12526203
2021-03-09,29.669420,29.752066,29.504131,29.586777,26.952370,6298721
2021-03-10,29.504131,29.669420,29.462809,29.586777,26.952370,5603854
2021-03-11,29.586777,29.669420,29.504131,29.669420,27.027653,5423393
2021-03-14,29.586777,29.628099,29.504131,29.586777,26.952370,3320312
2021-03-15,29.545454,29.669420,29.504131,29.504131,26.877083,4818365
2021-03-16,29.545454,29.628099,29.421488,29.504131,26.877083,6296130
2021-03-17,29.462809,29.504131,29.214876,29.338842,26.726507,5130973
2021-03-18,29.297520,29.462809,29.090908,29.090908,26.500654,8637018
2021-03-21,28.966942,29.297520,28.925619,29.256199,26.651226,4019162
2021-03-22,29.256199,29.421488,29.173553,29.380165,26.764154,4609176
2021-03-23,29.173553,29.173553,28.966942,29.008265,26.689486,4686742
2021-03-24,28.925619,28.925619,28.801653,28.842976,26.537409,2876260
2021-03-25,28.925619,28.925619,28.760330,28.760330,26.461370,3686392
2021-03-28,28.677685,28.760330,28.595041,28.636362,26.347307,2992966
2021-03-29,28.636362,29.049585,28.553719,29.049585,26.727503,3660726
2021-03-30,29.049585,29.049585,28.842976,28.966942,26.651466,2999877
2021-03-31,29.752066,29.752066,29.173553,29.752066,27.373831,23775632
2021-04-01,29.545454,29.586777,29.297520,29.297520,26.955618,4971082
2021-04-04,29.297520,29.462809,29.214876,29.380165,27.031656,4130272
2021-04-05,29.297520,29.421488,29.256199,29.421488,27.069677,3595141
2021-04-06,29.338842,29.380165,29.297520,29.297520,26.955618,4465080
2021-04-07,29.297520,29.297520,29.297520,29.297520,26.955618,0
2021-04-08,29.297520,29.421488,29.256199,29.421488,27.069677,5377079
2021-04-11,29.421488,29.421488,29.421488,29.421488,27.069677,0
2021-04-12,29.380165,29.545454,29.338842,29.462809,27.107693,5728291
2021-04-13,29.380165,29.545454,29.297520,29.297520,26.955618,3845548
2021-04-14,29.297520,29.421488,29.297520,29.421488,27.069677,6740987
2021-04-15,29.338842,29.421488,29.297520,29.421488,27.069677,4692295
2021-04-18,29.338842,29.462809,29.338842,29.380165,27.031656,4049249
2021-04-19,29.380165,29.380165,29.297520,29.380165,27.031656,5282626
2021-04-20,29.338842,29.380165,29.297520,29.380165,27.031656,3848031
2021-04-21,29.297520,29.338842,29.256199,29.256199,26.917601,4756852
2021-04-22,29.256199,29.338842,29.214876,29.256199,26.917601,4903002
2021-04-25,29.256199,29.338842,29.173553,29.214876,26.879580,2797343
2021-04-26,29.173553,29.256199,29.173553,29.256199,26.917601,3336247
2021-04-27,29.173553,29.256199,29.132231,29.256199,26.917601,4536818
2021-04-28,29.380165,29.793388,29.338842,29.586777,27.221756,25029052
2021-04-29,29.462809,29.545454,29.256199,29.256199,26.917601,8977903
2021-05-02,29.256199,29.338842,29.173553,29.297520,26.955618,4950797
2021-05-03,29.297520,29.338842,29.214876,29.256199,26.917601,3756344
2021-05-04,29.421488,29.504131,29.338842,29.462809,27.107693,7574342
2021-05-05,29.462809,29.545454,29.421488,29.462809,27.107693,5521602
2021-05-06,29.462809,29.504131,29.380165,29.462809,27.107693,6346875
2021-05-09,29.462809,29.504131,29.421488,29.504131,27.145712,4149547
2021-05-10,29.462809,29.628099,29.462809,29.586777,27.221756,7590016
2021-05-17,29.338842,29.380165,29.256199,29.380165,27.299929,8129714
2021-05-18,29.380165,29.421488,29.297520,29.380165,27.299929,4286166
2021-05-19,29.338842,29.380165,29.256199,29.297520,27.223135,2613688
2021-05-20,29.297520,29.338842,29.256199,29.297520,27.223135,5646472
2021-05-23,29.256199,29.297520,29.214876,29.297520,27.223135,3623162
2021-05-24,29.297520,29.297520,29.214876,29.214876,27.146343,3487626
2021-05-25,29.214876,29.297520,29.173553,29.256199,27.184740,8294871
2021-05-26,29.256199,29.256199,29.173553,29.173553,27.107948,5567732
2021-05-27,29.173553,29.256199,29.132231,29.132231,27.069553,11372771
2021-05-30,29.132231,29.173553,29.090908,29.173553,27.107948,4189668
2021-05-31,29.173553,29.173553,29.090908,29.173553,27.107948,3452486
2021-06-01,29.173553,29.338842,29.173553,29.256199,27.184740,5402535
2021-06-02,29.256199,29.297520,29.173553,29.256199,27.184740,4516423
2021-06-03,29.256199,29.297520,29.173553,29.214876,27.146343,5512052
2021-06-06,29.256199,29.297520,29.214876,29.256199,27.184740,7058255
2021-06-07,29.256199,29.297520,29.214876,29.297520,27.223135,4910574
2021-06-08,29.256199,29.297520,29.173553,29.256199,27.184740,5905413
2021-06-09,29.256199,29.297520,29.214876,29.256199,27.184740,9394375
2021-06-10,29.256199,29.297520,29.173553,29.256199,27.184740,11913281
2021-06-13,29.256199,29.297520,29.173553,29.256199,27.184740,8006300
2021-06-14,29.214876,29.256199,29.132231,29.173553,27.107948,6642514
2021-06-15,29.173553,29.214876,29.090908,29.173553,27.107948,6122051
2021-06-16,29.173553,29.256199,29.132231,29.173553,27.107948,4412861
2021-06-17,29.173553,29.256199,29.132231,29.132231,27.069553,14730099
2021-06-20,29.173553,29.214876,29.132231,29.173553,27.107948,4669834
2021-06-21,29.132231,29.214876,29.132231,29.173553,27.107948,4164021
2021-06-22,29.173553,29.214876,29.132231,29.173553,27.107948,9694458
2021-06-23,29.173553,29.173553,29.090908,29.090908,27.031153,4923961
2021-06-24,29.090908,29.132231,29.049585,29.049585,26.992756,5888717
